,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,Most_Important_IssueInt,Looking_at_poles_resultsInt,MarriedInt,GenderInt,Voting_TimeInt,Will_vote_only_large_partyInt,Age_groupInt,Main_transportationInt,OccupationInt,Financial_agenda_mattersInt
1619,Oranges,4,419.163484457,51428.7588479,Education,139.721161486,No,368.081386535,Yes,Female,After_16:00,0.918689133832,0.293255554512,4.72678389633,3.79501445452,2.51583253499,0.365232767072,8223.0,99.3353422033,538.532507709,4757.87888077,66059.1829571,Yes,135483.907114,23.2063031892,581139.52679,68.5600757366,19671.7241283,100,45_and_up,2,884.948238402,14,Motorcycle_or_truck,Student_or_Unemployed,726.92168562,1,No,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0
1620,Yellows,5,129.153142091,15446.6040621,Environment,43.0510473635,No,358.797404664,Yes,Female,After_16:00,0.705984107684,0.747885993915,3.1246604491,0.500302887522,0.825825014617,1.21828226373,7537.0,30.9923831839,603.788124504,4795.55029565,67751.7324323,Yes,128735.577593,24.572100531,730069.392797,68.3660960989,1906.44372646,90,45_and_up,3,869.48745671,7,Foot_or_bicycle,Public_Sector,631.462163529,0,No,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
1621,Yellows,4,740.635603572,140939.739396,Financial,246.878534524,No,570.886973498,No,Female,By_16:00,0.28340513818,0.596768281888,0.698353198823,1.11904387595,1.1304769339,7.47960451758,8168.0,60.1928340271,538.211982105,6785.29369919,71827.133297,Yes,325911.93651,23.1993961582,580754.079561,35.5502493214,61205.8893432,60,45_and_up,2,955.938093834,4,Motorcycle_or_truck,Industry_or_other,828.917225179,0,No,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0
1622,Yellows,2,928.733993153,117575.677263,Education,309.577997718,No,379.79339013,Yes,Male,By_16:00,0.585834780941,0.167473290814,4.10762730055,5.68476833403,9.47942353319,3.01295397338,9580.0,33.8115886552,618.089527274,5034.11295585,68880.2333903,Yes,144243.019187,24.8614063817,765023.320128,46.3193484815,96158.1146685,100,45_and_up,1,876.35955652,20,Car,Public_Sector,564.199285921,0,No,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0
1623,Oranges,2,300.443609766,46175.6903603,Healthcare,100.147869922,No,461.075112195,Yes,Male,After_16:00,0.539834044408,0.528353430331,2.23099135095,4.39291581977,7.5799448858,7.90629518451,8578.0,87.222644384,590.321380253,5791.39388245,71931.2240858,Yes,212590.259085,24.2965302102,698163.0972,85.7800858561,10139.7437198,80,Below_30,1,944.075813409,17,Motorcycle_or_truck,Industry_or_other,733.358119924,0,No,4.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0
1624,Yellows,9,170.41427411,23055.4502033,Social,56.8047580367,No,405.871814267,Yes,Female,By_16:00,0.212281334447,0.400764119579,1.2372811907,6.63578686304,4.40156078897,2.30157309445,4211.0,94.1995616537,556.183685266,5171.0855132,65373.9258219,Yes,164731.929616,23.5835469187,619704.255767,82.3486831505,3293.58529364,70,30-45,3,845.052718993,12,Foot_or_bicycle,Student_or_Unemployed,607.800441655,0,No,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
1625,Oranges,3,541.635434614,71895.6686989,Education,238.424025531,No,398.214356582,Yes,Female,After_16:00,0.942986841779,0.965769264149,8.73566675466,3.52926972788,4.81463832082,2.12367627537,3208.0,81.6157626454,559.565803811,5101.27517344,69080.3448923,Yes,158574.673788,23.6551432845,627398.837012,89.075796213,32787.0944815,100,45_and_up,1,924.853192251,20,Car,Industry_or_other,762.845066326,0,No,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1626,Blues,3,104.096418687,14330.9579768,Healthcare,34.6988062288,No,413.010115746,Yes,Female,After_16:00,0.93226947193,0.73053150624,7.99589331029,3.3265343844,1.79125853581,2.89666481549,7218.0,57.076557749,572.876046234,5275.85324993,66692.8350966,Yes,170577.355709,23.9348291457,657398.746615,10.3319113376,1248.70595994,80,30-45,0,857.793353842,20,Public_or_other,Student_or_Unemployed,601.807801314,1,No,4.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0
1627,Pinks,4,708.919640991,139693.835387,Other,236.306546997,No,591.155163333,No,Male,By_16:00,0.359087218065,0.703494781861,6.25334971584,7.6519037527,5.5420185742,4.31237631012,3477.0,58.3355343202,488.612546353,6888.77672604,68977.7301172,Yes,349464.427135,22.1045820217,478948.165141,80.2427898627,56087.0907007,50,45_and_up,2,930.151343536,12,Motorcycle_or_truck,Industry_or_other,862.569070971,3,Yes,6.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
1628,Yellows,7,212.589825315,33300.2414069,Environment,70.8632751048,No,469.922415491,Yes,Male,By_16:00,0.947867887793,0.846612539841,8.40925522381,7.46415381785,5.66890558461,5.72466490092,7866.0,87.5031423056,595.003317498,5889.23078991,74593.4384609,Yes,220827.076581,24.3926898373,709364.100344,51.8786076689,5102.46703369,90,45_and_up,3,995.636357682,2,Foot_or_bicycle,Industry_or_other,826.282260768,0,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1629,Yellows,2,84.8615188546,11424.8757716,Environment,28.2871729515,No,403.888921355,Yes,Female,After_16:00,0.574345847825,0.239860126749,0.258566278499,4.62451745057,3.15483293962,4.4626251678,9910.0,37.219231436,532.487798714,5103.86481098,62904.5601647,Yes,163126.260793,23.0756971447,568084.723288,62.9788472084,838.451326541,90,Below_30,1,811.789315425,18,Car,Student_or_Unemployed,584.322808894,0,No,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0
1630,Whites,2,361.556942117,5170.63876791,Foreign_Affairs,120.518980706,No,42.9031073581,Yes,Female,By_16:00,0.677385327406,0.986834428506,8.10563862324,4.95941720903,9.1099081561,5.26279960293,8818.0,85.1666336413,403.337310735,1235.70569505,41256.3375452,Yes,1840.67662098,20.0832594649,325774.005997,28.4249240067,14655.3436911,40,30-45,4,546.859104773,10,Motorcycle_or_truck,Industry_or_other,359.130428752,2,Yes,3.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0
1631,Yellows,5,588.752015391,70991.4982969,Environment,196.250671797,No,361.738880417,Yes,Male,By_16:00,0.656152088195,0.57705720677,8.40401743772,5.01867248677,9.68301963992,3.78522802377,6964.0,38.1325057941,519.684988267,4656.7587807,61485.5502787,Yes,130855.017605,22.7966003664,541115.02556,9.89050469361,38720.5768526,90,30-45,0,803.046687271,10,Motorcycle_or_truck,Student_or_Unemployed,598.312619577,1,No,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0
1632,Greens,8,567.089295898,68918.2675083,Foreign_Affairs,189.029765299,No,364.589499432,Yes,Female,By_16:00,0.000600214814767,0.00947180879302,7.45272008935,7.64325705823,6.2164706504,5.60842900537,4875.0,98.9385452354,834.244647473,5314.38428927,74863.2947164,Yes,132925.503096,28.8832935704,1392386.57932,26.3096906943,35931.2819344,40,45_and_up,1,829.142207195,10,Foot_or_bicycle,Public_Sector,83.7261490524,0,Yes,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0
1633,Yellows,7,54.6272089125,7185.0932801,Social,18.2090696375,No,394.588708986,Yes,Female,After_16:00,0.399411545368,0.0161220622249,6.16863434436,3.05558979744,1.65195786627,8.95168559626,4482.0,76.6562849283,514.127957217,4974.14300429,61791.7333349,Yes,155700.249259,22.6743898974,529666.374915,58.8267161045,359.779286701,70,45_and_up,2,805.510743366,3,Car,Public_Sector,606.673421945,0,No,7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
1634,Yellows,1,435.026969753,71579.8990348,Education,145.008989918,No,493.623871702,Yes,Male,By_16:00,0.409218180226,0.874262137571,2.5311649777,9.00931225158,0.0604389002547,6.04440279771,3778.0,46.1507307366,625.992960795,6188.22463861,76897.5783525,Yes,243664.526714,25.0198513344,785039.151526,40.0843840325,21182.6161469,100,30-45,1,1013.33291428,5,Motorcycle_or_truck,Student_or_Unemployed,801.153724782,0,No,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0
1635,Blues,1,234.754125783,32097.9528415,Environment,78.2513752611,No,410.190271217,Yes,Male,After_16:00,0.0261249744799,0.446794531075,9.43326697918,1.4567323355,0.548232353758,4.04751387192,8687.0,4.99392377678,577.193805607,5256.29032339,66969.1375954,Yes,168256.058601,24.0248580767,667326.455627,85.6028219452,6211.52910552,90,45_and_up,2,860.936898606,11,Motorcycle_or_truck,Public_Sector,600.886892875,0,No,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0
1636,Browns,8,1312.47787352,75298.6106937,Education,437.492624506,Yes,172.114011702,Yes,Female,After_16:00,0.335598150035,0.857805679785,3.21689543081,8.34466414526,7.99717866117,9.22200272558,9058.0,47.9434866924,135.389460072,1991.91903716,31758.3483917,No,29623.2330241,11.6356976616,37625.3889998,37.4223665101,191847.289122,100,Below_30,0,530.393510605,3,Public_or_other,Services_or_Retail,782.663190739,0,No,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0
1637,Blues,10,596.819514806,83198.1224239,Financial,198.939838269,No,418.207449789,Yes,Male,By_16:00,0.965900465846,0.355690469267,5.99953447236,1.0615770123,0.281555461697,4.94106173515,8881.0,7.47956666164,585.577506984,5353.22951186,67777.0438175,Yes,174897.471059,24.1987087875,686831.16763,89.8369132541,39785.9990887,60,45_and_up,3,869.30390588,2,Car,Industry_or_other,600.926809232,3,No,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1638,Reds,5,163.422771816,32452.7795954,Financial,54.474257272,No,595.745242259,No,Male,After_16:00,0.54602378374,0.781201855745,2.14797497028,0.627173553221,2.5611710269,2.91651803069,4068.0,69.275673572,708.702360146,7374.85714288,82833.3525796,Yes,354912.393675,26.621464275,1005819.88078,20.5460661557,3031.91896261,60,Below_30,4,1045.43914074,2,Foot_or_bicycle,Student_or_Unemployed,696.064984762,0,No,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,0.0
1639,Greens,10,252.03870538,62938.5412207,Foreign_Affairs,84.0129017935,No,749.153283331,No,Male,By_16:00,0.418654837646,0.445378326578,3.16944664344,4.38311547739,4.83127167448,9.0574711049,6820.0,28.716272139,779.848167023,9051.22916736,75764.9818358,Yes,561230.641926,27.9257617089,1217113.37279,1.44273221958,7152.18056955,40,Below_30,1,790.724823379,2,Car,Industry_or_other,27.8922894504,0,Yes,3.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
1640,Blues,7,951.327034666,185956.70034,Financial,317.109011555,No,586.412538161,No,Female,By_16:00,0.439243779518,0.964822251117,6.71210746747,8.55404150672,9.69824722037,7.14670618065,3099.0,6.65510415565,666.398438964,7196.92225954,78143.3176102,Yes,343879.664913,25.814694245,889416.364025,1.03711041156,100885.234221,60,30-45,2,981.496138979,4,Motorcycle_or_truck,Student_or_Unemployed,646.192580192,0,No,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0
1641,Blues,2,125.432630621,17473.5667421,Healthcare,41.8108768736,No,417.919164789,Yes,Male,By_16:00,0.171074473299,0.620755567681,6.84208561433,7.02363835881,0.882641351782,6.92572160158,7716.0,51.8971754704,564.144469474,5307.48058684,65781.8766314,Yes,174656.428298,23.7517256104,637534.827227,79.943329026,1799.96030181,80,45_and_up,3,843.993531877,18,Public_or_other,Industry_or_other,588.943185742,0,No,4.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0
1642,Yellows,7,212.237898548,27141.2920108,Environment,70.7459661826,No,383.644375437,Yes,Male,After_16:00,0.298553604865,0.0530938562006,0.487825055607,9.0367662278,4.56893443363,6.01665004622,4701.0,52.9096557992,573.271859288,4982.98747295,66322.5029635,Yes,147183.006804,23.9430962761,658280.928454,88.8563870918,5085.7376973,90,Below_30,1,857.326498685,17,Car,Services_or_Retail,606.034775565,0,No,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0
1643,Oranges,3,82.8494375172,11876.5997238,Environment,27.6164791724,No,430.054810739,Yes,Female,After_16:00,0.122330764076,0.820882833563,5.53563150344,0.986562671605,9.89768459462,4.22108851373,9946.0,72.1386096673,593.500050417,5487.54820823,73027.0492691,Yes,184947.14024,24.3618564649,705717.548999,38.3308110991,800.286401052,90,Below_30,1,973.592775431,9,Car,Public_Sector,792.874497964,0,No,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
1644,Whites,9,75.1421464086,23157.0619439,Military,25.0473821362,No,924.530229066,No,Female,After_16:00,0.546381149674,0.416610722663,6.78370437818,4.80574367568,5.82045569317,3.3480460383,8851.0,15.5161358882,997.448629107,11240.1995489,117373.060896,Yes,854756.144456,31.5824101219,1991692.50724,64.1340894857,662.418734012,30,Below_30,3,1465.37758635,6,Foot_or_bicycle,Hightech,950.441594487,0,Yes,5.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
1645,Blues,10,388.127881523,54169.936348,Social,129.375960508,No,418.701713482,Yes,Female,By_16:00,0.810091669206,0.62838785816,3.39308182942,8.60519523965,1.67047685245,4.17765664402,7246.0,92.8928187117,587.48912394,5361.9953827,67923.8761529,Yes,175311.124873,24.2381749301,691315.939605,6.21346952394,16877.5151178,70,30-45,3,870.758580905,10,Motorcycle_or_truck,Hightech,600.296396021,2,No,7.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
1646,Browns,7,1101.77854009,259854.387149,Financial,367.259513365,Yes,707.549777998,No,Male,By_16:00,0.425194827374,0.410134194419,4.53392277239,0.0395905948244,7.37917387392,3.85967076989,9858.0,95.9185055457,454.090087639,7983.67795526,50784.594656,No,500626.688345,21.309389659,413218.775658,29.5643326826,135256.80967,60,45_and_up,1,532.241304911,1,Public_or_other,Student_or_Unemployed,105.610496473,1,No,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0
1647,Greens,10,164.995442669,46447.6809236,Other,54.9984808897,No,844.526615503,No,Male,By_16:00,0.0178398541175,0.962413912872,0.103982137516,0.0677481340244,1.90346560674,6.70379780931,5684.0,64.6126481006,545.999480882,9537.2651168,67673.3764731,Yes,713225.204294,23.366631783,597504.369624,1.04334859643,3089.83138106,50,45_and_up,1,785.340575626,17,Motorcycle_or_truck,Industry_or_other,418.976762565,1,Yes,6.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
1648,Whites,6,581.45099757,16196.7155944,Foreign_Affairs,193.81699919,No,83.5670537781,Yes,Male,By_16:00,0.817111065146,0.2626787927,2.65821825014,7.45713565499,7.20887395088,1.15024975967,5664.0,52.2848788183,467.604375744,1770.87928927,42465.2392791,Yes,6983.45247715,21.6241618507,437559.369279,14.5090044476,37768.8461742,40,30-45,1,508.24954149,3,Foot_or_bicycle,Student_or_Unemployed,158.097795885,1,Yes,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0
1649,Yellows,9,512.551534591,103262.231799,Education,170.85051153,No,604.401068948,No,Female,After_16:00,0.46955921012,0.434954436729,7.48065835331,3.4736286127,7.17688111588,7.4703639606,7696.0,59.7024743678,588.378410154,7220.76750979,75635.4586596,Yes,365300.652146,24.2565127369,693787.941517,67.6735125715,29370.7478017,100,30-45,1,987.597364624,10,Foot_or_bicycle,Public_Sector,795.233377182,0,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
1650,Oranges,4,150.768136114,18875.9899227,Environment,50.2560453713,No,375.596404039,Yes,Male,By_16:00,0.710499373032,0.0701853213832,2.98030866776,1.56390219228,5.94199866988,2.14104916668,5567.0,56.785875815,536.5731367,4829.11031379,65745.5033888,Yes,141072.658727,23.1640483659,576921.602529,2.61424093042,2585.92614174,90,30-45,2,877.747497871,10,Motorcycle_or_truck,Public_Sector,714.544068875,5,No,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0
1651,Reds,2,505.716286374,100840.379461,Social,168.572095458,No,598.203274314,No,Male,After_16:00,0.536994953873,0.0368796132971,7.20469327876,9.63774442207,9.98424244812,5.08483652025,9843.0,17.1464833198,648.836993435,7279.70673001,78003.5244473,Yes,357847.1574,25.4722789211,843279.574386,61.805443,28595.1234625,70,45_and_up,4,990.015128243,16,Public_or_other,Services_or_Retail,692.483013441,0,No,7.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0
1652,Yellows,3,602.31050392,81457.7433632,Education,200.770167973,No,405.72632969,Yes,Male,By_16:00,0.935143087758,0.84064083104,2.07630311605,6.10554106999,0.0643839407712,7.24226433784,8398.0,28.0047621112,602.305087958,5261.87347282,68893.7583112,Yes,164613.854604,24.5419047337,726559.086188,6.22610899154,40519.430516,100,45_and_up,1,882.908161475,2,Foot_or_bicycle,Industry_or_other,600.521898687,0,No,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1653,Reds,10,134.70104078,18202.1841533,Financial,44.9003469267,No,405.390724108,Yes,Male,By_16:00,0.170717155328,0.867312464165,5.27275319677,0.973378268536,4.92032555398,7.50022420427,6900.0,85.6744635152,745.927212665,5545.76166641,87121.2445831,Yes,164341.639193,27.3116680682,1114123.91806,22.0437571174,2070.94150106,60,45_and_up,3,1158.73063468,5,Foot_or_bicycle,Student_or_Unemployed,893.714141742,1,No,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0
1654,Yellows,9,84.9668046939,11883.5231386,Healthcare,28.3222682313,No,419.582324465,Yes,Female,After_16:00,0.979982670862,0.588164513465,8.82957033115,8.34735299228,3.89477868564,1.01887710858,8099.0,35.3714618366,547.581554597,5290.98635384,66014.6345764,Yes,176049.327003,23.4004605638,600776.144136,33.5685703671,840.473145996,80,45_and_up,0,862.503603166,17,Motorcycle_or_truck,Student_or_Unemployed,655.443943165,2,No,4.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0
1655,Oranges,10,59.6697473049,7823.10189011,Financial,19.8899157683,No,393.320011067,Yes,Female,By_16:00,0.668714288855,0.810195926577,5.6350892433,9.49315708829,0.200149461161,5.05616823211,5632.0,2.46093366295,563.642389912,5055.14784833,69331.6069684,Yes,154700.631106,23.6848869288,630559.172477,64.6261798916,425.498665038,60,30-45,2,930.453206398,2,Motorcycle_or_truck,Student_or_Unemployed,772.489446689,2,No,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0
1656,Yellows,10,313.340057461,42622.0500261,Financial,104.44668582,No,408.074700421,Yes,Female,After_16:00,0.357264869148,0.400927100796,8.6227278295,0.488366461359,2.82197568798,5.54796613287,7705.0,65.179107408,593.168979375,5267.08496296,69020.6836728,Yes,166524.961124,23.4444202948,704753.033296,62.2731806245,11023.5568646,60,30-45,2,892.700756166,6,Car,Public_Sector,636.082409373,3,No,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1657,Reds,10,300.038896983,60956.1620995,Education,100.012965661,No,609.482597549,No,Male,By_16:00,0.796906796517,0.099844957469,5.84390940377,6.27639259212,5.06315546809,1.23622555286,5978.0,18.9691641834,654.750987211,7404.32794991,79348.4504697,Yes,371469.036715,25.5881024543,858739.243858,49.3404175155,10112.6062659,100,45_and_up,2,1011.24952508,4,Car,Hightech,722.050753676,1,No,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1658,Yellows,1,191.209423153,32743.5471803,Healthcare,63.7364743843,No,513.733266494,No,Male,After_16:00,0.69417450577,0.0721913296729,8.38527119486,3.14271377632,3.55113957077,5.3957966459,8465.0,51.7439404503,588.162995105,6313.65865515,74263.2761295,Yes,263921.869102,24.2520719755,693198.488758,21.784165292,4136.07464133,80,45_and_up,1,982.388956824,14,Car,Services_or_Retail,803.33786916,0,No,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0
1659,Yellows,3,190.425432888,29364.5221244,Environment,63.475144296,No,462.614499739,Yes,Female,After_16:00,0.00661942991428,0.61528624082,2.31060601771,7.11808720836,8.57765618246,8.52125232341,3795.0,70.0526069617,704.912910659,6035.97081871,83928.093399,Yes,214012.175369,26.5501960569,664033.010802,86.8494957685,4102.56908769,90,45_and_up,2,1108.30511415,1,Car,Services_or_Retail,855.244089161,2,No,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
1660,Greens,6,523.154040342,134994.720407,Foreign_Affairs,174.384680114,No,774.120297258,No,Male,After_16:00,0.719164101873,0.16761415801,8.04800824961,8.48603180377,7.72952640662,0.52913619671,7931.0,29.2108598631,916.4422402,9574.08745298,98149.9288259,Yes,599262.234628,30.272797033,1681024.4667,9.64246920776,30594.4013386,40,45_and_up,2,1156.00362322,9,Public_or_other,Student_or_Unemployed,507.587154629,1,Yes,3.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0
1661,Yellows,10,352.860820055,48439.0820228,Financial,117.620273352,No,411.825960292,Yes,Male,By_16:00,0.769672914641,0.537225281354,0.154201930854,3.08863163227,1.2681342056,0.746072859038,9052.0,80.0202751765,635.088701078,5388.43700507,72173.7386452,Yes,169600.62157,25.2009662727,807721.733791,84.2400536174,13962.1489766,60,30-45,5,925.058106001,19,Public_or_other,Student_or_Unemployed,624.591358003,0,No,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0
1662,Greys,5,266.219237593,40000.2347735,Financial,88.7397458643,No,450.758951177,Yes,Female,After_16:00,0.0911736662965,0.961157422513,2.91841357248,9.21686360147,1.09108454548,7.22354489611,5784.0,58.6143668974,606.207703275,5720.00491832,73711.3366742,Yes,203183.632066,24.6212855732,736199.440503,4.93808111642,7973.48224192,60,45_and_up,3,972.224094201,6,Motorcycle_or_truck,Hightech,763.122532271,2,No,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
1663,Reds,8,102.080667645,12983.1504414,Education,34.0268892152,No,381.555609134,Yes,Female,By_16:00,0.486986716976,0.898453878937,1.86909521464,2.47852253728,6.13225155976,4.69901373144,5627.0,68.5627786443,738.928870112,5293.41383156,86487.7000413,Yes,145584.682861,27.183246129,1093331.43383,8.78609537613,1201.85607888,100,30-45,4,1157.25556743,16,Foot_or_bicycle,Hightech,908.128046831,0,No,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1664,Yellows,1,89.0501825524,15814.214068,Social,29.6833941841,No,532.762997718,No,Male,By_16:00,0.617888858542,0.0514981795568,2.11193949915,0.0491213263012,9.10374462837,0.375457450282,5969.0,41.6546302848,689.774009742,6707.17799666,81864.276528,Yes,283836.411737,26.2635490698,952885.453107,7.2061291663,920.787284474,70,30-45,1,1057.2334474,3,Car,Services_or_Retail,766.321077712,3,No,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0
1665,Yellows,1,375.980497851,50839.4602792,Social,125.326832617,No,405.655031868,Yes,Male,By_16:00,0.376035537804,0.91812605923,9.2146504391,6.13630023552,0.990528590046,1.37411522912,7057.0,8.83767672349,582.926970093,5222.40425887,68209.9150249,Yes,164556.00488,24.1438805931,680661.604385,13.3908093441,15842.1418064,70,30-45,3,884.32199096,3,Foot_or_bicycle,Student_or_Unemployed,638.244429378,0,No,7.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0
1666,Oranges,8,354.464726638,46058.418701,Environment,118.154908879,No,389.813839627,Yes,Male,After_16:00,0.166375812143,0.262521997793,2.57519407663,1.34275392629,1.7971887975,6.22943962691,5516.0,39.2488275655,608.430663243,5191.49825363,72922.4773042,Yes,151954.829565,24.6663873164,741541.69644,99.9443747336,14088.7374011,90,45_and_up,4,969.638306341,7,Motorcycle_or_truck,Services_or_Retail,766.138650919,1,No,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0
